0.244650838708891,-0.0459847821422815,0,0.00629303966093008,0.015031004208482,0,0.000271713163425328,0.0841860204379939,0.191667933145469,0.0402125287761802
-0.0459847821422815,0.235570980760163,0,0.0229883430297198,0.176081996965851,0,0.000992562536240016,0.0248356657700729,0,-0.0975839564104466
0,0,0.599484250318941,0,0,0,0,0,0,0
0.00629303966093008,0.0229883430297198,0,0.212760304106828,-0.00751417892459764,0,-0.0108545801282562,-0.00339877286388114,0,-0.0201027244782647
0.015031004208482,0.176081996965851,0,-0.00751417892459764,0.716707919358328,0,-0.00032443801980498,-0.00811801164035909,0,0.0318971797006097
0,0,0,0,0,0.278255940220713,0,0,0,0
0.000271713163425328,0.000992562536240016,0,-0.0108545801282562,-0.00032443801980498,0,0.463690217587151,-0.000146748054416809,0,-0.000867970830593779
0.0841860204379939,0.0248356657700729,0,-0.00339877286388114,-0.00811801164035909,0,-0.000146748054416809,0.355058938802775,0.354885116869966,-0.0217181614857837
0.191667933145469,0,0,0,0,0,0,0.354885116869966,0.72862846715572,0
0.0402125287761802,-0.0975839564104466,0,-0.0201027244782647,0.0318971797006097,0,-0.000867970830593779,-0.0217181614857837,0,0.252144755167695
