c1,step_index,gradient_norm
0.0006,0,193.30349555204168
0.0006,1,173.20621163922604
0.0006,2,152.65932695108685
0.0006,3,137.72369500915403
0.0006,4,115.92005713546108
0.0006,5,102.43616197698618
0.0006,6,90.5921804728937
0.0006,7,77.7070128589301
0.0006,8,70.00464679073757
0.0006,9,65.05921069904488
0.0006,10,56.27407661623956
0.0006,11,49.12773402526205
0.0006,12,43.16156919178884
0.0006,13,38.026513905734454
0.0006,14,33.760405522123136
0.0006,15,30.350811631410767
0.0006,16,23.51753775407275
0.0006,17,15.676875448238004
0.0006,18,14.804048151435374
0.0006,19,14.102947043921827
0.0006,20,12.638694029745475
0.0006,21,10.157620431693369
0.0006,22,9.261647404205657
0.0006,23,9.304303681702995
0.0006,24,9.083072789573036
0.0006,25,9.089389162364013
0.0006,26,7.6151563973417264
0.0006,27,7.321659102822395
0.0006,28,8.085985063300022
0.0006,29,6.937973843041443
0.0006,30,6.849524418131257
0.0006,31,8.015242289168203
0.0006,32,7.034196288553534
0.0006,33,7.961544898747775
0.0006,34,6.2833745093086755
0.0006,35,4.925879175689639
0.0006,36,6.8042356174864596
0.0006,37,6.082505571833598
0.0006,38,4.849335858419172
0.0006,39,4.519038763540028
0.0006,40,4.380675903342011
0.0006,41,4.704502279941809
0.0006,42,3.6168474900540475
0.0006,43,3.6931701341739
0.0006,44,0.634213784699378
0.0006,45,2.047049381499397
0.0006,46,2.7881740252329767
0.0006,47,2.3671760186722084
0.0006,48,1.9118789664828115
0.0006,49,2.7051450847330205
0.0006,50,2.027832411302113
0.0006,51,1.0942527139431533
0.0006,52,1.3121670370345586
0.0006,53,2.111380031044895
0.0006,54,0.8627707980669739
0.0006,55,0.42349227320348354
0.0006,56,0.20027396850979653
0.0006,57,0.07431345621186043
0.0006,58,0.02937521740029599
0.0006,59,0.0030855731765054104
0.0006,60,3.363774380632147e-05
0.0008,0,193.30349555204168
0.0008,1,173.20621163922604
0.0008,2,152.65932695108685
0.0008,3,137.72369500915403
0.0008,4,115.92005713546108
0.0008,5,102.43616197698618
0.0008,6,90.5921804728937
0.0008,7,77.7070128589301
0.0008,8,70.00464679073757
0.0008,9,65.05921069904488
0.0008,10,56.27407661623956
0.0008,11,49.12773402526205
0.0008,12,43.16156919178884
0.0008,13,38.026513905734454
0.0008,14,33.760405522123136
0.0008,15,30.350811631410767
0.0008,16,23.51753775407275
0.0008,17,15.676875448238004
0.0008,18,14.804048151435374
0.0008,19,14.102947043921827
0.0008,20,12.638694029745475
0.0008,21,10.157620431693369
0.0008,22,9.261647404205657
0.0008,23,9.304303681702995
0.0008,24,9.083072789573036
0.0008,25,9.089389162364013
0.0008,26,7.6151563973417264
0.0008,27,7.321659102822395
0.0008,28,8.085985063300022
0.0008,29,6.937973843041443
0.0008,30,6.849524418131257
0.0008,31,8.015242289168203
0.0008,32,7.034196288553534
0.0008,33,7.961544898747775
0.0008,34,6.2833745093086755
0.0008,35,4.925879175689639
0.0008,36,6.8042356174864596
0.0008,37,6.082505571833598
0.0008,38,4.849335858419172
0.0008,39,4.519038763540028
0.0008,40,4.380675903342011
0.0008,41,4.704502279941809
0.0008,42,3.6168474900540475
0.0008,43,3.6931701341739
0.0008,44,0.634213784699378
0.0008,45,2.047049381499397
0.0008,46,2.7881740252329767
0.0008,47,2.3671760186722084
0.0008,48,1.9118789664828115
0.0008,49,2.7051450847330205
0.0008,50,2.027832411302113
0.0008,51,1.0942527139431533
0.0008,52,1.3121670370345586
0.0008,53,2.111380031044895
0.0008,54,0.8627707980669739
0.0008,55,0.42349227320348354
0.0008,56,0.20027396850979653
0.0008,57,0.07431345621186043
0.0008,58,0.02937521740029599
0.0008,59,0.0030855731765054104
0.0008,60,3.363774380632147e-05
0.001,0,193.30349555204168
0.001,1,173.20621163922604
0.001,2,152.65932695108685
0.001,3,137.72369500915403
0.001,4,115.92005713546108
0.001,5,102.43616197698618
0.001,6,90.5921804728937
0.001,7,77.7070128589301
0.001,8,70.00464679073757
0.001,9,65.05921069904488
0.001,10,56.27407661623956
0.001,11,49.12773402526205
0.001,12,43.16156919178884
0.001,13,38.026513905734454
0.001,14,33.760405522123136
0.001,15,30.350811631410767
0.001,16,23.51753775407275
0.001,17,15.676875448238004
0.001,18,14.804048151435374
0.001,19,14.102947043921827
0.001,20,12.638694029745475
0.001,21,10.157620431693369
0.001,22,9.261647404205657
0.001,23,9.304303681702995
0.001,24,9.083072789573036
0.001,25,9.089389162364013
0.001,26,7.6151563973417264
0.001,27,7.321659102822395
0.001,28,8.085985063300022
0.001,29,6.937973843041443
0.001,30,6.849524418131257
0.001,31,8.015242289168203
0.001,32,7.034196288553534
0.001,33,7.961544898747775
0.001,34,6.2833745093086755
0.001,35,4.925879175689639
0.001,36,6.8042356174864596
0.001,37,6.082505571833598
0.001,38,4.849335858419172
0.001,39,4.519038763540028
0.001,40,4.380675903342011
0.001,41,4.704502279941809
0.001,42,3.6168474900540475
0.001,43,3.6931701341739
0.001,44,0.634213784699378
0.001,45,2.047049381499397
0.001,46,2.7881740252329767
0.001,47,2.3671760186722084
0.001,48,1.9118789664828115
0.001,49,2.7051450847330205
0.001,50,2.027832411302113
0.001,51,1.0942527139431533
0.001,52,1.3121670370345586
0.001,53,2.111380031044895
0.001,54,0.8627707980669739
0.001,55,0.42349227320348354
0.001,56,0.20027396850979653
0.001,57,0.07431345621186043
0.001,58,0.02937521740029599
0.001,59,0.0030855731765054104
0.001,60,3.363774380632147e-05
0.0012,0,193.30349555204168
0.0012,1,173.20621163922604
0.0012,2,152.65932695108685
0.0012,3,137.72369500915403
0.0012,4,115.92005713546108
0.0012,5,102.43616197698618
0.0012,6,90.5921804728937
0.0012,7,77.7070128589301
0.0012,8,70.00464679073757
0.0012,9,65.05921069904488
0.0012,10,56.27407661623956
0.0012,11,49.12773402526205
0.0012,12,43.16156919178884
0.0012,13,38.026513905734454
0.0012,14,33.760405522123136
0.0012,15,30.350811631410767
0.0012,16,23.51753775407275
0.0012,17,15.676875448238004
0.0012,18,14.804048151435374
0.0012,19,14.102947043921827
0.0012,20,12.638694029745475
0.0012,21,10.157620431693369
0.0012,22,9.261647404205657
0.0012,23,9.304303681702995
0.0012,24,9.083072789573036
0.0012,25,9.089389162364013
0.0012,26,7.6151563973417264
0.0012,27,7.321659102822395
0.0012,28,8.085985063300022
0.0012,29,6.937973843041443
0.0012,30,6.849524418131257
0.0012,31,8.015242289168203
0.0012,32,7.034196288553534
0.0012,33,7.961544898747775
0.0012,34,6.2833745093086755
0.0012,35,4.925879175689639
0.0012,36,6.8042356174864596
0.0012,37,6.082505571833598
0.0012,38,4.849335858419172
0.0012,39,4.519038763540028
0.0012,40,4.380675903342011
0.0012,41,4.704502279941809
0.0012,42,3.6168474900540475
0.0012,43,3.6931701341739
0.0012,44,0.634213784699378
0.0012,45,2.047049381499397
0.0012,46,2.7881740252329767
0.0012,47,2.3671760186722084
0.0012,48,1.9118789664828115
0.0012,49,2.7051450847330205
0.0012,50,2.027832411302113
0.0012,51,1.0942527139431533
0.0012,52,1.3121670370345586
0.0012,53,2.111380031044895
0.0012,54,0.8627707980669739
0.0012,55,0.42349227320348354
0.0012,56,0.20027396850979653
0.0012,57,0.07431345621186043
0.0012,58,0.02937521740029599
0.0012,59,0.0030855731765054104
0.0012,60,3.363774380632147e-05
0.0014,0,193.30349555204168
0.0014,1,173.20621163922604
0.0014,2,152.65932695108685
0.0014,3,137.72369500915403
0.0014,4,115.92005713546108
0.0014,5,102.43616197698618
0.0014,6,90.5921804728937
0.0014,7,77.7070128589301
0.0014,8,70.00464679073757
0.0014,9,65.05921069904488
0.0014,10,56.27407661623956
0.0014,11,49.12773402526205
0.0014,12,43.16156919178884
0.0014,13,38.026513905734454
0.0014,14,33.760405522123136
0.0014,15,30.350811631410767
0.0014,16,23.51753775407275
0.0014,17,15.676875448238004
0.0014,18,14.804048151435374
0.0014,19,14.102947043921827
0.0014,20,12.638694029745475
0.0014,21,10.157620431693369
0.0014,22,9.261647404205657
0.0014,23,9.304303681702995
0.0014,24,9.083072789573036
0.0014,25,9.089389162364013
0.0014,26,7.6151563973417264
0.0014,27,7.321659102822395
0.0014,28,8.085985063300022
0.0014,29,6.937973843041443
0.0014,30,6.849524418131257
0.0014,31,8.015242289168203
0.0014,32,7.034196288553534
0.0014,33,7.961544898747775
0.0014,34,6.2833745093086755
0.0014,35,4.925879175689639
0.0014,36,6.8042356174864596
0.0014,37,6.082505571833598
0.0014,38,4.849335858419172
0.0014,39,4.519038763540028
0.0014,40,4.380675903342011
0.0014,41,4.704502279941809
0.0014,42,3.6168474900540475
0.0014,43,3.6931701341739
0.0014,44,0.634213784699378
0.0014,45,2.047049381499397
0.0014,46,2.7881740252329767
0.0014,47,2.3671760186722084
0.0014,48,1.9118789664828115
0.0014,49,2.7051450847330205
0.0014,50,2.027832411302113
0.0014,51,1.0942527139431533
0.0014,52,1.3121670370345586
0.0014,53,2.111380031044895
0.0014,54,0.8627707980669739
0.0014,55,0.42349227320348354
0.0014,56,0.20027396850979653
0.0014,57,0.07431345621186043
0.0014,58,0.02937521740029599
0.0014,59,0.0030855731765054104
0.0014,60,3.363774380632147e-05
0.0016,0,193.30349555204168
0.0016,1,173.20621163922604
0.0016,2,152.65932695108685
0.0016,3,137.72369500915403
0.0016,4,115.92005713546108
0.0016,5,102.43616197698618
0.0016,6,90.5921804728937
0.0016,7,77.7070128589301
0.0016,8,70.00464679073757
0.0016,9,65.05921069904488
0.0016,10,56.27407661623956
0.0016,11,49.12773402526205
0.0016,12,43.16156919178884
0.0016,13,38.026513905734454
0.0016,14,33.760405522123136
0.0016,15,30.350811631410767
0.0016,16,23.51753775407275
0.0016,17,15.676875448238004
0.0016,18,14.804048151435374
0.0016,19,14.102947043921827
0.0016,20,12.638694029745475
0.0016,21,10.157620431693369
0.0016,22,9.261647404205657
0.0016,23,9.304303681702995
0.0016,24,9.083072789573036
0.0016,25,9.089389162364013
0.0016,26,7.6151563973417264
0.0016,27,7.321659102822395
0.0016,28,8.085985063300022
0.0016,29,6.937973843041443
0.0016,30,6.849524418131257
0.0016,31,8.015242289168203
0.0016,32,7.034196288553534
0.0016,33,7.961544898747775
0.0016,34,6.2833745093086755
0.0016,35,4.925879175689639
0.0016,36,6.8042356174864596
0.0016,37,6.082505571833598
0.0016,38,4.849335858419172
0.0016,39,4.519038763540028
0.0016,40,4.380675903342011
0.0016,41,4.704502279941809
0.0016,42,3.6168474900540475
0.0016,43,3.6931701341739
0.0016,44,0.634213784699378
0.0016,45,2.047049381499397
0.0016,46,2.7881740252329767
0.0016,47,2.3671760186722084
0.0016,48,1.9118789664828115
0.0016,49,2.7051450847330205
0.0016,50,2.027832411302113
0.0016,51,1.0942527139431533
0.0016,52,1.3121670370345586
0.0016,53,2.111380031044895
0.0016,54,0.8627707980669739
0.0016,55,0.42349227320348354
0.0016,56,0.20027396850979653
0.0016,57,0.07431345621186043
0.0016,58,0.02937521740029599
0.0016,59,0.0030855731765054104
0.0016,60,3.363774380632147e-05
0.0018,0,193.30349555204168
0.0018,1,173.20621163922604
0.0018,2,152.65932695108685
0.0018,3,137.72369500915403
0.0018,4,115.92005713546108
0.0018,5,102.43616197698618
0.0018,6,90.5921804728937
0.0018,7,77.7070128589301
0.0018,8,70.00464679073757
0.0018,9,65.05921069904488
0.0018,10,56.27407661623956
0.0018,11,49.12773402526205
0.0018,12,43.16156919178884
0.0018,13,38.026513905734454
0.0018,14,33.760405522123136
0.0018,15,30.350811631410767
0.0018,16,23.51753775407275
0.0018,17,15.676875448238004
0.0018,18,14.804048151435374
0.0018,19,14.102947043921827
0.0018,20,12.638694029745475
0.0018,21,10.157620431693369
0.0018,22,9.261647404205657
0.0018,23,9.304303681702995
0.0018,24,9.083072789573036
0.0018,25,9.089389162364013
0.0018,26,7.6151563973417264
0.0018,27,7.321659102822395
0.0018,28,8.085985063300022
0.0018,29,6.937973843041443
0.0018,30,6.849524418131257
0.0018,31,8.015242289168203
0.0018,32,7.034196288553534
0.0018,33,7.961544898747775
0.0018,34,6.2833745093086755
0.0018,35,4.925879175689639
0.0018,36,6.8042356174864596
0.0018,37,6.082505571833598
0.0018,38,4.849335858419172
0.0018,39,4.519038763540028
0.0018,40,4.380675903342011
0.0018,41,4.704502279941809
0.0018,42,3.6168474900540475
0.0018,43,3.6931701341739
0.0018,44,0.634213784699378
0.0018,45,2.047049381499397
0.0018,46,2.7881740252329767
0.0018,47,2.3671760186722084
0.0018,48,1.9118789664828115
0.0018,49,2.7051450847330205
0.0018,50,2.027832411302113
0.0018,51,1.0942527139431533
0.0018,52,1.3121670370345586
0.0018,53,2.111380031044895
0.0018,54,0.8627707980669739
0.0018,55,0.42349227320348354
0.0018,56,0.20027396850979653
0.0018,57,0.07431345621186043
0.0018,58,0.02937521740029599
0.0018,59,0.0030855731765054104
0.0018,60,3.363774380632147e-05
0.002,0,193.30349555204168
0.002,1,173.20621163922604
0.002,2,152.65932695108685
0.002,3,137.72369500915403
0.002,4,115.92005713546108
0.002,5,102.43616197698618
0.002,6,90.5921804728937
0.002,7,77.7070128589301
0.002,8,70.00464679073757
0.002,9,65.05921069904488
0.002,10,56.27407661623956
0.002,11,49.12773402526205
0.002,12,43.16156919178884
0.002,13,38.026513905734454
0.002,14,33.760405522123136
0.002,15,30.350811631410767
0.002,16,23.51753775407275
0.002,17,15.676875448238004
0.002,18,14.804048151435374
0.002,19,14.102947043921827
0.002,20,12.638694029745475
0.002,21,10.157620431693369
0.002,22,9.261647404205657
0.002,23,9.304303681702995
0.002,24,9.083072789573036
0.002,25,9.089389162364013
0.002,26,7.6151563973417264
0.002,27,7.321659102822395
0.002,28,8.085985063300022
0.002,29,6.937973843041443
0.002,30,6.849524418131257
0.002,31,8.015242289168203
0.002,32,7.034196288553534
0.002,33,7.961544898747775
0.002,34,6.2833745093086755
0.002,35,4.925879175689639
0.002,36,6.8042356174864596
0.002,37,6.082505571833598
0.002,38,4.849335858419172
0.002,39,4.519038763540028
0.002,40,4.380675903342011
0.002,41,4.704502279941809
0.002,42,3.6168474900540475
0.002,43,3.6931701341739
0.002,44,0.634213784699378
0.002,45,2.047049381499397
0.002,46,2.7881740252329767
0.002,47,2.3671760186722084
0.002,48,1.9118789664828115
0.002,49,2.7051450847330205
0.002,50,2.027832411302113
0.002,51,1.0942527139431533
0.002,52,1.3121670370345586
0.002,53,2.111380031044895
0.002,54,0.8627707980669739
0.002,55,0.42349227320348354
0.002,56,0.20027396850979653
0.002,57,0.07431345621186043
0.002,58,0.02937521740029599
0.002,59,0.0030855731765054104
0.002,60,3.363774380632147e-05
0.0022,0,193.30349555204168
0.0022,1,173.20621163922604
0.0022,2,152.65932695108685
0.0022,3,137.72369500915403
0.0022,4,115.92005713546108
0.0022,5,102.43616197698618
0.0022,6,90.5921804728937
0.0022,7,77.7070128589301
0.0022,8,70.00464679073757
0.0022,9,65.05921069904488
0.0022,10,56.27407661623956
0.0022,11,49.12773402526205
0.0022,12,43.16156919178884
0.0022,13,38.026513905734454
0.0022,14,33.760405522123136
0.0022,15,30.350811631410767
0.0022,16,23.51753775407275
0.0022,17,15.676875448238004
0.0022,18,14.804048151435374
0.0022,19,14.102947043921827
0.0022,20,12.638694029745475
0.0022,21,10.157620431693369
0.0022,22,9.261647404205657
0.0022,23,9.304303681702995
0.0022,24,9.083072789573036
0.0022,25,9.089389162364013
0.0022,26,7.6151563973417264
0.0022,27,7.321659102822395
0.0022,28,8.085985063300022
0.0022,29,6.937973843041443
0.0022,30,6.849524418131257
0.0022,31,8.015242289168203
0.0022,32,7.034196288553534
0.0022,33,7.961544898747775
0.0022,34,6.2833745093086755
0.0022,35,4.925879175689639
0.0022,36,6.8042356174864596
0.0022,37,6.082505571833598
0.0022,38,4.849335858419172
0.0022,39,4.519038763540028
0.0022,40,4.380675903342011
0.0022,41,4.704502279941809
0.0022,42,3.6168474900540475
0.0022,43,3.6931701341739
0.0022,44,0.634213784699378
0.0022,45,2.047049381499397
0.0022,46,2.7881740252329767
0.0022,47,2.3671760186722084
0.0022,48,1.9118789664828115
0.0022,49,2.7051450847330205
0.0022,50,2.027832411302113
0.0022,51,1.0942527139431533
0.0022,52,1.3121670370345586
0.0022,53,2.111380031044895
0.0022,54,0.8627707980669739
0.0022,55,0.42349227320348354
0.0022,56,0.20027396850979653
0.0022,57,0.07431345621186043
0.0022,58,0.02937521740029599
0.0022,59,0.0030855731765054104
0.0022,60,3.363774380632147e-05
0.0024,0,193.30349555204168
0.0024,1,173.20621163922604
0.0024,2,152.65932695108685
0.0024,3,137.72369500915403
0.0024,4,115.92005713546108
0.0024,5,102.43616197698618
0.0024,6,90.5921804728937
0.0024,7,77.7070128589301
0.0024,8,70.00464679073757
0.0024,9,65.05921069904488
0.0024,10,56.27407661623956
0.0024,11,49.12773402526205
0.0024,12,43.16156919178884
0.0024,13,38.026513905734454
0.0024,14,33.760405522123136
0.0024,15,30.350811631410767
0.0024,16,23.51753775407275
0.0024,17,15.676875448238004
0.0024,18,14.804048151435374
0.0024,19,14.102947043921827
0.0024,20,12.638694029745475
0.0024,21,10.157620431693369
0.0024,22,9.261647404205657
0.0024,23,9.304303681702995
0.0024,24,9.083072789573036
0.0024,25,9.089389162364013
0.0024,26,7.6151563973417264
